atm_group;lat;long;n_mall_100;n_mall_300;n_bank_100;n_bank_300;n_department_store_100;n_department_store_300;n_station_100;n_station_300;n_alcohol_100;n_alcohol_300;n_police_100;n_police_300;n_university_100;n_university_300;n_railway_station_100;n_railway_station_300;population;subject;salary;target
8083;46.439815;134.296779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18931;приморский край;45075.1;0.2135468011067992
5478;51.644056;39.142966;0;0;2;1;0;0;0;0;1;0;2;0;0;0;0;0;1054111;воронежская область;33703.9;-0.0301279579702072
5478;53.530504;49.296408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2407;самарская область;36266.9;-0.0304350287817511
5478;54.991589;73.368859;0;0;5;1;0;0;0;0;2;0;0;0;0;0;0;0;1178391;омская область;34833.6;-0.039560890576846
496;52.031541;113.503762;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;349005;забайкальский край;43974.9;-0.1441467306651309
5478;55.701298;38.958344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31321;московская область;54939.5;0.0091553828422107
1942;55.744895;52.421305;0;0;3;2;0;0;0;0;0;0;2;1;1;0;0;0;77364;республика татарстан;37708.0;-0.0415239868681594
8083;46.958669;142.729246;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;200854;сахалинская область;86965.8;0.1514732050988925
8083;60.044599;30.380448;0;0;2;0;0;0;0;0;4;3;0;0;0;0;0;0;11944;ленинградская область;45368.5;0.1901668781843331
5478;46.964302;142.727315;0;0;1;0;2;0;0;0;4;1;1;0;0;0;0;0;200854;сахалинская область;86965.8;0.0010454270678143
5478;55.037252;82.976251;0;0;2;0;0;0;1;1;1;0;1;0;0;0;0;0;1618039;новосибирская область;38968.9;-0.0058059206776246
8083;56.267192;43.910882;0;0;3;0;0;0;1;0;0;0;1;0;0;0;0;0;6150;нижегородская область;34867.4;0.2044949427213844
1942;45.275511;38.839919;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10445;краснодарский край;36101.1;0.0618753662075843
496;52.493406;39.946859;0;0;3;1;0;0;0;0;1;0;0;0;0;0;1;0;46608;липецкая область;34133.1;-0.0598952377433553
5478;56.779486;60.611398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1515832;свердловская область;41078.8;-0.0297550915080847
5478;54.221969;83.372516;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;19489;новосибирская область;38968.9;-0.0295654478220766
8083;52.273395;104.291898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;623479;иркутская область;45856.1;0.2186083166997159
496;55.417919;55.531614;0;0;3;1;1;1;0;0;0;0;1;0;0;0;0;0;45673;республика башкортостан;36638.1;-0.1074823856287366
8083;57.610768;82.316546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4582;томская область;42725.9;0.0958744315639007
5478;46.923784;142.746718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200854;сахалинская область;86965.8;0.0208853847287408
1022;56.044744;92.915238;0;0;8;1;0;0;0;0;1;0;0;0;0;0;0;0;3786;красноярский край;48725.4;-0.0738555180776974
1942;56.013975;92.891388;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1066934;красноярский край;48725.4;0.0640809224559551
5478;47.425314;40.05436;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;168766;ростовская область;33872.7;-0.0371604565788406
5478;55.863661;49.222503;0;0;5;2;0;0;0;0;2;1;1;0;0;0;0;0;41780;республика татарстан;37708.0;-0.038292101230731
1942;55.679138;37.565317;0;0;7;2;0;0;1;0;2;0;0;0;0;0;0;0;2450;московская область;54939.5;0.0865135822415546
8083;69.350428;88.200269;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;175365;красноярский край;48725.4;0.1427511864643021
1942;55.748143;37.540488;0;0;12;0;0;0;3;0;4;0;1;0;0;0;0;0;12380664;москва;89128.6;0.1757567399263259
5478;54.154876;37.585646;0;0;3;1;0;0;0;0;3;1;0;0;0;0;0;0;546953;тульская область;37002.0;0.0336805564163936
5478;59.552567;150.810769;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;91781;магаданская область;88042.3;-0.1450012314747548
5478;54.57876;36.254388;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1312;калужская область;41050.8;-0.0747192885037187
1942;55.792589;37.527588;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;12380664;москва;89128.6;-0.0821763444400313
8083;42.864763;131.382581;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;11241;приморский край;45075.1;0.1974683590602507
5478;55.547845;37.543246;0;0;2;1;0;0;1;0;1;1;0;0;0;0;0;0;2781;московская область;54939.5;-0.0063041011004716
8083;55.663512;37.605391;0;0;2;2;0;0;1;1;1;1;1;0;0;0;0;0;2450;московская область;54939.5;0.196626516240117
5478;52.284365;104.25831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;623479;иркутская область;45856.1;-0.0815676386665784
8083;55.683752;37.491063;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;6270;московская область;54939.5;0.1075448835200355
3185;53.387856;83.7096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;633432;алтайский край;28265.5;0.0036503930440548
5478;53.24513;45.014103;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1241;пензенская область;32014.6;-0.0268845107079571
1942;56.326148;44.014134;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;0;1276560;нижегородская область;34867.4;0.0514637841083292
5478;56.290649;43.99818;0;0;2;2;0;0;0;0;1;1;0;0;0;0;0;0;1276560;нижегородская область;34867.4;-0.0079555196556041
8083;53.769459;87.117251;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;551919;кемеровская область;41530.6;0.0622201555103255
8083;55.803914;48.997314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4794;республика татарстан;37708.0;0.0818046271705742
1942;58.133997;52.681538;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;92381;удмуртская республика;33785.9;-0.1142944598599109
8083;53.529819;49.298689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2407;самарская область;36266.9;0.1497526472620693
1022;55.863247;49.084908;0;0;3;1;0;0;0;0;3;0;0;0;0;0;0;0;2301;республика татарстан;37708.0;-0.0669408436863903
8083;43.092893;131.969342;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;633102;приморский край;45075.1;0.171321003638421
1942;54.381413;48.594356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1143;ульяновская область;30637.9;-0.0160640333699318
1942;45.023163;39.042345;0;0;3;2;0;0;0;0;1;0;0;0;0;0;0;0;2120;краснодарский край;36101.1;-0.0121779667144775
8083;55.432352;37.766783;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;96145;московская область;54939.5;0.2186083166997159
5478;55.81082;94.329582;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12665;красноярский край;48725.4;0.0193534312930243
5478;57.132166;65.582819;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;744554;тюменская область;46342.7;-0.0223234889594779
1942;57.096367;65.62486;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1489;тюменская область;46342.7;0.0483587929882259
1942;55.762054;37.620842;0;0;7;2;1;1;0;0;1;0;0;0;1;0;0;0;12380664;москва;89128.6;0.078716041199227
8083;43.361522;132.210307;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;57765;приморский край;45075.1;0.1611359101599749
5478;51.68559;39.260519;0;0;1;0;0;0;0;0;3;0;1;0;0;0;0;0;1054111;воронежская область;33703.9;-0.039525225806048
5478;50.627452;36.581752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378390;белгородская область;35324.3;-0.1362519107063737
5478;54.787495;56.034141;0;0;9;4;0;0;0;0;1;1;0;0;0;0;0;0;5777;республика башкортостан;36638.1;0.015191664581538
5478;57.005529;40.985302;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;405053;ивановская область;27174.6;0.0513064439911546
5478;43.586014;39.723169;2;0;8;0;0;0;0;0;4;0;0;0;0;0;0;0;348234;краснодарский край;36101.1;-0.0998125515458706
5478;54.218437;37.623555;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;546953;тульская область;37002.0;0.0020659884547127
1942;53.346333;83.665726;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2355;алтайский край;28265.5;-0.0217374550885542
1942;58.103746;56.298739;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1048011;пермский край;37772.9;0.0233367230637384
5478;53.184467;45.054635;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;522317;пензенская область;32014.6;-0.0197245716990011
1022;53.200226;50.198954;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1156608;самарская область;36266.9;-0.1010094274641407
5478;53.80091;87.375768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2704;кемеровская область;41530.6;-0.0215856550891478
5478;51.346921;128.146292;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;53404;амурская область;48242.3;-0.0223857549934293
5478;52.028372;113.495084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;349005;забайкальский край;43974.9;-0.1365300107855682
1942;55.658794;37.401905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6270;московская область;54939.5;0.0198989462140819
1942;53.193628;50.12195;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;1156608;самарская область;36266.9;0.1003623662418556
5478;55.431662;65.343382;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;78456;курганская область;30252.8;-0.0139864194572831
3185;55.041168;82.917429;0;0;9;3;0;0;2;1;3;0;0;0;0;0;0;0;1618039;новосибирская область;38968.9;-0.045060337312848
8083;62.024051;129.728576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318768;республика саха (якутия);70063.0;0.1291282506529604
8083;55.356672;86.074864;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;558973;кемеровская область;41530.6;0.1558788376598921
8083;58.014846;56.261864;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1048011;пермский край;37772.9;0.1915819043206853
8083;53.37844;58.976384;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;418241;челябинская область;37183.9;0.0788615265468167
5478;53.603087;34.333871;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;26483;брянская область;29285.0;-0.0486203979887941
3185;51.834464;55.147656;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2247;оренбургская область;32594.7;-0.1000725368884681
8083;45.021061;38.969761;0;0;10;2;0;0;0;0;1;1;1;0;0;0;0;0;987828;краснодарский край;36101.1;0.188962678842099
8083;45.03591;41.959319;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;425853;ставропольский край;32163.8;0.0995977125287446
496;54.207911;37.68942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1312;тульская область;37002.0;-0.0798603718549807
5478;56.235716;43.432098;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;231797;нижегородская область;34867.4;-0.0672088207701997
8083;55.008573;82.937821;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1618039;новосибирская область;38968.9;0.0925341845475713
5478;55.171766;61.456965;0;0;5;0;0;0;0;0;2;1;0;0;0;0;0;0;1134643;челябинская область;37183.9;-0.0268925024528942
5478;52.27923;104.288152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;623479;иркутская область;45856.1;-0.1122585020396577
8083;55.748143;37.540488;0;0;12;0;0;0;3;0;4;0;1;0;0;0;0;0;12380664;москва;89128.6;0.2163946400503778
496;57.066754;34.981511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45371;тверская область;33004.4;-0.0983423112428928
496;58.605564;49.591163;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;3451;кировская область;30076.8;-0.1013755908540726
5478;55.152788;124.730844;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;32920;амурская область;48242.3;0.0104062446768506
3185;55.700481;37.621669;0;0;0;0;0;0;0;0;3;0;1;0;1;0;0;0;2450;московская область;54939.5;-0.0520548881573458
5478;69.357627;88.186246;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;175365;красноярский край;48725.4;0.0411443132556774
5478;55.897872;37.667043;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;173160;московская область;54939.5;-0.0227498497197896
3185;55.688862;37.540668;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;2450;московская область;54939.5;-0.0514718509716216
1942;54.774452;56.077475;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;199883;республика башкортостан;36638.1;0.0013274418051511
496;51.731209;36.152699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449556;курская область;33048.0;-0.1038205444832504
496;57.821426;28.306373;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;207571;псковская область;29060.6;0.0015200106245602
8083;53.010109;158.737224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181181;камчатский край;79795.5;0.1370158807180592
3185;56.011973;92.838082;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1066934;красноярский край;48725.4;-0.1050605603456925
8083;57.126372;65.555941;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;744554;тюменская область;46342.7;0.1680377036451919
496;51.092978;128.362247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9434;амурская область;48242.3;-0.0870216499425399
1942;55.751254;37.816271;0;0;11;2;0;0;1;1;1;1;0;0;0;0;0;0;87314;московская область;54939.5;0.0346934485706969
496;51.975677;116.588155;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;2527;забайкальский край;43974.9;-0.1090843315150378
1942;56.82038;35.902006;2;1;3;2;0;0;0;0;1;0;0;0;0;0;0;0;420850;тверская область;33004.4;-0.012881614000425
496;52.159382;109.7651;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;8271;республика бурятия;38845.8;-0.0578787694173924
3185;53.352004;83.76357;0;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;633432;алтайский край;28265.5;-0.0567287138043738
1942;55.695027;37.662812;0;0;3;3;0;0;1;0;0;0;0;0;0;0;0;0;2450;московская область;54939.5;-0.0961968395008743
1942;55.833602;37.297718;0;0;3;2;0;0;0;0;4;0;0;0;0;0;0;0;116896;московская область;54939.5;0.0641373176869455
8083;55.815494;37.575396;0;0;4;1;0;0;1;0;0;0;2;0;1;0;0;0;12380664;москва;89128.6;0.2001375215659577
5478;54.308855;48.339612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;627870;ульяновская область;30637.9;-0.1084299773791436
1942;55.677671;37.666225;1;0;3;1;0;0;1;0;3;0;0;0;0;0;0;0;2450;московская область;54939.5;0.0700008615268964
1942;53.430384;58.973222;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418241;челябинская область;37183.9;0.0670394762516348
1942;55.677671;37.666225;1;0;3;1;0;0;1;0;3;0;0;0;0;0;0;0;2450;московская область;54939.5;0.0809601404371636
1942;55.57464;37.584981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1593;московская область;54939.5;0.0239364612615475
5478;46.150787;39.79667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29280;краснодарский край;36101.1;-0.1039256822156906
5478;53.302381;34.09084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4193;брянская область;29285.0;-0.0509745283809463
8083;45.056047;38.960347;0;0;5;2;0;0;0;0;1;0;0;0;0;0;0;0;987828;краснодарский край;36101.1;0.1574202818927878
5478;53.527785;49.301986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2407;самарская область;36266.9;-0.0582058264214333
8083;55.611384;38.110676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10279;московская область;54939.5;0.105330492814176
5478;54.993236;73.364161;0;0;6;2;0;0;0;0;0;0;1;0;0;0;0;0;1178391;омская область;34833.6;-0.0529336317506871
8083;46.305825;44.269202;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;102618;республика калмыкия;27812.7;0.178586785010986
8083;51.857615;107.737701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3570;республика бурятия;38845.8;0.1132168017488913
8083;55.792022;37.775137;0;0;4;1;0;0;0;0;3;1;1;0;1;0;0;0;87314;московская область;54939.5;0.2127214198532401
5478;59.593223;150.786649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91781;магаданская область;88042.3;-0.0623075175087119
5478;48.796704;44.58902;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1563;волгоградская область;32191.9;-0.0698303877344874
496;55.738566;46.747995;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2493;чувашская республика;29844.4;-0.0641909625650431
5478;58.589818;49.679467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501247;кировская область;30076.8;0.0039916146396093
5478;55.682666;37.899059;0;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;172525;московская область;54939.5;-0.0649945591328536
5478;52.419574;104.052677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8905;иркутская область;45856.1;-0.1204444452040885
5478;50.269526;127.50406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225810;амурская область;48242.3;0.0177241713995248
5478;55.859696;37.121047;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;29108;московская область;54939.5;0.0433560973956154
1942;57.909556;59.981239;0;0;12;2;0;0;0;0;1;1;0;0;0;0;0;0;356288;свердловская область;41078.8;0.0615524165089887
496;58.732932;50.181733;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;34761;кировская область;30076.8;0.0860373141970522
8083;59.945788;30.270863;0;0;6;4;0;0;0;0;6;1;2;0;0;0;0;0;5225690;санкт-петербург;62223.8;0.2064131375163314
5478;52.607415;39.543435;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;509420;липецкая область;34133.1;-0.0850987162123576
5478;47.696242;40.10463;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1360;ростовская область;33872.7;-0.0020923715867195
1022;55.7625;49.116493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1205651;республика татарстан;37708.0;-0.0850376560508537
5478;55.803555;37.93404;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;215494;московская область;54939.5;-0.0427828168234987
5478;54.768781;32.013882;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;329853;смоленская область;31238.7;0.0044358280231708
5478;55.76953;37.620734;0;0;9;2;0;0;2;1;1;0;1;0;0;0;0;0;12380664;москва;89128.6;0.0376826748120185
5478;54.714744;20.458331;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;467289;калининградская область;34322.9;-0.0995861242075243
5478;51.313852;37.906417;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;231864;белгородская область;35324.3;-0.1106771816237419
1942;56.034375;92.911079;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1066934;красноярский край;48725.4;0.0043196431452974
8083;55.713811;52.402971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77364;республика татарстан;37708.0;0.1365587057538873
3185;54.719331;56.009105;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;177865;республика башкортостан;36638.1;-0.0286109283947691
5478;55.060936;82.915094;0;0;7;2;0;0;1;0;4;0;0;0;0;0;0;0;1618039;новосибирская область;38968.9;-0.0715726681349072
5478;50.596712;36.592172;0;0;5;1;0;0;0;0;0;0;1;0;0;0;0;0;378390;белгородская область;35324.3;-0.0509047736961083
496;54.306575;48.359644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;627870;ульяновская область;30637.9;-0.0638363965827731
5478;53.196898;45.005587;1;1;3;1;0;0;0;0;1;0;2;0;0;0;0;0;522317;пензенская область;32014.6;0.0165870137876324
5478;51.917638;113.653439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10555;забайкальский край;43974.9;-0.0317211896154683
3185;56.009134;92.873377;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1066934;красноярский край;48725.4;0.0214127956457793
8083;43.671371;40.297543;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10000;краснодарский край;36101.1;0.1635023925050153
5478;53.860619;34.442872;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;37734;калужская область;41050.8;-0.0037031271641844
8083;43.110547;132.352492;0;0;3;0;0;0;0;0;1;0;1;0;0;0;0;0;37918;приморский край;45075.1;0.2186083166997159
5478;58.583204;49.657674;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;501247;кировская область;30076.8;-0.0263557934176923
5478;55.038129;61.11582;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;6221;челябинская область;37183.9;-0.1102199163333157
5478;43.236473;132.012228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17261;приморский край;45075.1;-0.0323608435709779
1942;55.609675;37.720106;0;0;4;1;1;1;1;0;0;0;0;0;0;0;0;0;3964;московская область;54939.5;0.1075500235078955
5478;55.3581;86.075412;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;558973;кемеровская область;41530.6;-0.086863405500575
8083;58.542739;31.267202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222594;новгородская область;31036.6;0.1484265220038247
496;51.669769;36.074006;0;0;2;2;0;0;0;0;5;4;0;0;0;0;0;0;3448;курская область;33048.0;-0.0220970298595871
496;51.737936;36.192368;0;0;7;0;0;0;0;0;3;1;1;1;1;0;0;0;449556;курская область;33048.0;-0.1198337959511243
8083;45.327059;42.855209;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;37819;ставропольский край;32163.8;0.1552429142912329
5478;53.37901;83.678356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2704;алтайский край;28265.5;-0.0708799045081064
5478;55.859696;37.121047;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;29108;московская область;54939.5;0.0426985882681534
1942;54.313635;48.396386;0;0;4;1;0;0;0;0;1;0;1;0;0;0;0;0;627870;ульяновская область;30637.9;0.0609137732223451
5478;56.321231;43.932082;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1276560;нижегородская область;34867.4;-0.0704907753817405
1942;51.657367;39.159153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1054111;воронежская область;33703.9;0.014349546609607
5478;56.877223;53.266773;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;648944;удмуртская республика;33785.9;-0.056867092357972
5478;56.047414;92.913181;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;3786;красноярский край;48725.4;-0.0640806662884875
1942;55.923549;37.757081;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;173160;московская область;54939.5;0.0592942571864186
5478;55.875476;38.78098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22480;московская область;54939.5;-0.0080111082884965
3185;55.051556;82.9002;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1618039;новосибирская область;38968.9;0.0104842878591176
3185;55.824005;37.634434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12380664;москва;89128.6;-0.0018373345765834
496;51.857615;107.737701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3570;республика бурятия;38845.8;-0.1042776822430407
496;47.894769;40.057549;0;0;2;1;0;0;0;0;3;0;1;1;0;0;0;0;40919;ростовская область;33872.7;-0.0662641044561293
3185;55.048611;73.325829;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1878;омская область;34833.6;-0.0015319474574284
1942;55.806115;37.635431;0;0;7;2;0;0;0;0;1;0;0;0;0;0;0;0;12380664;москва;89128.6;0.0651079869197264
8083;55.8169;37.776305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87314;московская область;54939.5;0.0819269131444802
5478;48.477995;135.085356;0;0;2;0;0;0;0;0;2;1;0;0;0;0;0;0;617473;хабаровский край;50228.1;0.0433135587398719
3185;56.94845;72.629096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3486;омская область;34833.6;0.082403406602567
5478;58.058584;38.783352;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;193341;ярославская область;35357.2;-0.0943255649302875
5478;53.550458;49.26299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2407;самарская область;36266.9;-0.0611683832469832
3185;42.890338;47.643427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114707;республика дагестан;26442.6;-0.0233698577817813
5478;44.635753;39.133803;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;37639;краснодарский край;36101.1;-0.0812035334943346
5478;55.706431;37.022618;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;6459;московская область;54939.5;-0.0529336317506871
1022;55.834841;49.064552;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1205651;республика татарстан;37708.0;-0.110378510154489
5478;45.935124;133.7243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;37537;приморский край;45075.1;-0.0691063134249386
5478;60.044599;30.380448;0;0;2;0;0;0;0;0;4;3;0;0;0;0;0;0;11944;ленинградская область;45368.5;-0.0845880222663379
1942;51.775739;55.185197;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;561686;оренбургская область;32594.7;-0.0031074757148066
3185;55.822878;37.606281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12380664;москва;89128.6;0.0746958868278581
496;51.82032;107.658478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430186;республика бурятия;38845.8;-0.0060356699831047
8083;56.258448;90.488341;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;109155;красноярский край;48725.4;0.1684455093923745
5478;52.587789;41.503487;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;29377;тамбовская область;28979.1;-0.0055214776122965
496;46.630017;142.777252;0;0;2;2;0;0;0;0;2;0;1;0;0;0;0;0;33645;сахалинская область;86965.8;0.0731598751653805
5478;50.574442;36.581995;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;378390;белгородская область;35324.3;-0.0621657222760453
1942;55.778097;49.139418;0;0;6;2;0;0;1;0;0;0;1;0;1;1;0;0;1205651;республика татарстан;37708.0;-0.0188954484226319
8083;54.984615;82.89463;0;0;6;2;0;0;1;0;1;0;0;0;0;0;0;0;1618039;новосибирская область;38968.9;0.1950684070674967
1942;57.591497;39.867187;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;603961;ярославская область;35357.2;-0.0216614997796498
1942;55.881616;37.48914;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;207425;московская область;54939.5;0.0533319677003727
8083;55.74149;37.504043;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;12380664;москва;89128.6;0.1196092923690995
5478;43.352063;132.169254;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;57765;приморский край;45075.1;0.0178140125775182
1942;52.510631;103.885294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225489;иркутская область;45856.1;-0.0148925332515448
5478;59.211395;39.848538;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1197;вологодская область;38567.1;-0.0575177655748924
496;54.773605;32.058034;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;329853;смоленская область;31238.7;0.0144670740746674
