,lat,long
1318,53.118319,46.58778
3964,55.776127,37.655347
331,53.358728,83.70182
4456,58.837847,141.856605
2224,56.008072,37.851107
993,55.885494,37.604673
2965,55.71949,37.362217
6014,53.371086,83.750976
3640,59.938257,30.230708
285,53.216254,50.25694
4747,53.202578,44.996199
1450,55.703525,37.743804
2080,54.518774,36.266955
5532,47.519021,42.207577
1287,53.24513,45.014103
4733,55.684503,37.621947
636,54.015321,38.286242
4519,54.540968,36.313389
2668,55.169663,61.444065
4950,48.508781,135.042174
5747,55.025049,73.297218
4611,53.178941,44.989363
5057,57.975584,33.252479
3357,58.051479,38.784933
1532,61.254809,73.383906
2349,42.972414,132.407181
3182,55.060936,82.915094
469,55.041168,82.917429
2829,54.749725,55.999978
788,55.752587,37.604744
5062,53.962615,48.792084
5801,56.326393,44.022471
1543,56.024783,92.784506
1585,56.876904,53.204412
2973,59.924217,29.709389
4278,56.261738,93.540852
892,51.838337,107.581789
6,55.716859,37.613063
5259,53.89848,87.129549
4188,51.783847,55.155687
5182,57.966553,56.263633
956,55.987916,92.888199
309,56.307631,44.073908
3487,50.98127,39.504133
3446,52.895298,40.465223
3561,52.031004,113.498228
800,53.264179,34.358556
1310,51.28748,106.535198
1635,48.766837,44.541805
4212,56.050913,92.904369
1502,55.773327,37.646363
4801,47.425314,40.05436
575,56.467394,53.806983
2382,55.775575,37.641432
3799,54.405421,32.439036
2930,48.977943,142.918315
3478,53.621997,55.908556
2285,52.044892,113.510104
768,53.403749,49.486356
283,51.532167,46.03087
421,62.044382,129.756388
2544,53.863757,34.441642
1146,56.830881,60.593863
2291,45.021061,38.969761
1332,53.227792,50.205673
2665,56.841241,60.605326
6006,55.783073,49.148123
4881,52.605818,39.57793
1600,55.763326,37.657601
2399,55.432352,37.766783
6067,53.217985,34.399987
4700,52.023595,113.527415
5954,48.778718,132.941068
4135,54.96408,82.936069
4977,56.012637,92.885558
1970,52.036987,87.090544
2050,55.976493,92.828209
4061,51.667021,39.205884
5031,55.946068,46.200328
1730,55.761685,37.658527
1661,56.474112,84.949697
2610,53.530621,33.720726
5598,54.21156,37.693812
5180,58.11183,56.288705
2490,56.823631,60.505406
3747,51.656942,35.259432
1273,52.926964,158.405063
4813,68.973666,33.064955
3575,45.013084,38.929328
6172,55.995448,92.798322
1280,52.27647,104.305184
2563,55.80608,94.329779
5023,56.307392,43.989053
2941,54.0816,38.215734
755,60.036097,30.414521
2733,57.13369,65.561403
3177,56.01235,37.482053
3350,55.817441,38.988896
373,55.656859,37.536068
2022,51.738309,36.136996
6034,53.342506,83.684905
5443,62.029018,129.731531
717,50.580196,36.67153
3513,55.030612,82.917546
1781,53.779352,87.279882
3554,57.102973,65.570368
436,46.984218,142.720182
633,68.913019,33.078933
5409,56.46443,84.953218
1982,56.311476,38.135748
3519,54.0205,37.505049
5595,56.233824,43.844901
3092,55.629099,37.463035
2389,55.653294,37.844208
6142,59.931648,30.368096
313,55.945322,37.662892
2263,52.044892,113.510104
291,52.733119,103.657948
61,53.220223,44.943414
47,62.71844,129.66555
1049,56.475882,84.950469
5920,54.651349,83.307693
2180,55.632438,109.333046
2809,51.72775,39.177452
1928,54.971926,73.285594
704,54.350778,38.261593
2460,50.610141,136.961263
5274,45.063037,39.00228
144,55.257591,61.395834
5982,51.486095,46.160506
613,53.378951,83.723577
4465,57.132166,65.582819
1751,53.355793,83.676955
2316,45.327059,42.855209
2807,56.107584,47.280948
508,54.211229,49.598718
5014,69.356626,88.205551
1077,45.036458,41.935352
4532,59.876933,30.359374
5358,55.710124,37.654601
4421,57.115407,65.545422
2383,55.611384,38.110676
56,54.208238,37.669046
4794,53.05485,158.638985
4099,55.876476,37.422279
2054,53.515483,49.411733
3204,59.551856,150.830846
128,54.940753,73.386556
972,53.413899,83.928869
5192,59.947023,30.477466
1388,55.789036,49.124838
3903,55.749045,49.211903
3610,43.330237,132.105599
4626,58.355829,60.038893
801,56.801681,60.649694
4265,42.890338,47.643427
4200,54.987529,73.425066
2775,56.133332,47.246883
5548,53.527785,49.301986
497,60.667633,28.913885
4163,64.593911,40.581141
4499,52.941027,36.05038
3706,48.457565,135.184646
5223,47.54,42.207164
999,55.997396,92.904692
5318,56.320817,43.927438
4995,43.119879,132.346276
3694,56.255738,93.531617
384,51.841887,55.118668
1484,55.677671,37.666225
4652,55.75358,52.01497
1235,55.806009,49.18348
4483,55.82713,37.31201
5145,55.302812,53.196246
4024,53.836801,87.179154
3528,59.951101,30.234454
3531,54.037393,38.248684
2863,55.582655,37.671507
6001,55.069638,82.940956
6012,55.628093,37.459298
2958,59.92065,30.356795
4461,46.930307,142.747428
6186,52.074544,113.482733
5784,44.051212,43.034198
3430,59.096375,35.212019
709,54.015009,38.8324
2666,57.909556,59.981239
6021,56.165739,40.464864
32,56.011686,71.508439
1476,47.54,42.207164
1232,55.16486,61.405159
2137,43.352063,132.169254
3083,55.3581,86.075412
2783,51.671869,39.187118
5830,52.284955,104.275513
1483,55.64192,37.523456
4462,56.302003,90.515649
493,55.670732,37.280956
5701,56.830527,60.594079
368,59.851214,30.350139
1890,51.279594,37.504349
6098,59.211395,39.848538
2953,56.817178,60.538536
2521,56.081507,63.631436
5281,55.432214,65.319109
3415,53.148303,45.01837
643,50.273424,127.559863
6192,46.265456,47.970234
4800,59.217217,39.880222
552,55.807992,38.987386
5076,52.030549,113.521683
1241,52.497683,39.944874
3264,56.28261,43.926656
5526,54.777697,56.067127
3221,56.832925,60.582302
4474,53.550458,49.26299
2583,55.730634,37.62819
5522,56.006648,92.832773
499,56.64108,47.84341
3620,59.926472,30.347983
4083,55.685411,37.568587
3244,56.290649,43.99818
4872,56.732035,37.150898
871,55.788226,38.060909
3599,51.720325,94.43322
4554,54.519636,100.644891
1943,56.329941,36.547769
3117,57.721002,39.825811
1624,55.709459,37.681676
1259,54.496191,36.182577
435,46.934086,142.74626
4060,45.023163,39.042345
6197,55.058678,82.913575
6090,55.778699,37.512371
1211,55.683239,37.539482
167,56.815646,60.611812
4413,52.275654,104.323393
4631,57.104024,65.661125
1971,52.036987,87.090544
783,55.478312,37.298679
5613,52.542649,103.899379
5722,58.72393,50.1807
5288,54.197963,37.593336
4217,55.345585,86.127748
1429,56.771763,54.156536
5660,44.894639,37.32845
3735,55.780957,49.213125
1817,56.054261,92.900721
3848,53.338893,43.314418
439,55.900824,37.699948
4290,59.830843,30.500382
5715,55.686107,37.303099
2299,54.998953,90.976162
3907,55.760905,49.177471
3545,56.448165,53.761223
5448,60.718471,114.925822
4683,48.520503,135.052576
5284,54.996097,73.356902
1828,54.271332,48.303374
4259,56.454787,84.960495
4189,51.817631,55.171102
1452,52.608377,39.54533
4321,55.864803,38.439639
4681,52.028372,113.495084
807,54.307531,48.38124
110,52.608066,38.501362
4342,57.161425,45.094502
6083,57.005529,40.985302
5761,54.980394,82.897882
2119,51.846689,107.611353
869,54.726444,20.527843
697,50.873874,115.698239
6171,59.209415,39.898961
6195,55.163507,61.430922
3217,51.535221,46.009912
574,54.674918,55.929056
2296,56.035733,92.871113
2945,55.744257,37.581514
281,56.467484,84.980455
127,48.496609,135.07277
4475,57.76895,40.928592
6256,62.045259,129.748896
1013,54.023478,38.262266
4363,56.327431,44.018617
5486,57.13369,65.561403
3194,55.726076,60.542542
2500,58.222458,68.282104
2952,57.117309,65.549482
4771,54.208238,37.669046
4269,53.335952,83.676604
5396,59.927053,30.32045
1124,55.165888,61.411788
4811,56.468046,84.982575
2394,59.851666,30.093589
3741,60.040393,30.393366
3697,56.556016,84.094402
4968,62.059266,129.772917
3091,59.558194,30.108142
1907,51.732944,36.189799
5560,48.763583,44.508782
929,51.611187,39.465838
4960,56.450712,84.96566
2104,54.675699,35.945161
4379,54.607946,86.277712
1758,55.996797,93.013164
2915,53.165107,50.075076
2058,51.286269,37.79384
3287,55.741744,37.599741
3734,53.34471,83.756132
1785,53.706406,87.111978
2443,53.010109,158.737224
2238,54.511891,36.251747
6011,54.984775,82.871885
4508,48.588851,135.064084
5657,57.637931,39.840516
912,45.630066,38.963689
388,55.051556,82.9002
4920,55.971663,37.491602
3164,63.584404,82.824472
3181,55.060936,82.915094
1383,58.312131,82.89472
573,53.37424,50.182775
5677,57.005529,40.985302
401,55.001437,73.352393
1506,59.945414,30.360631
3646,45.102209,38.983847
3901,55.777089,52.009535
3719,55.021571,82.91725
1194,56.465962,84.964025
0,46.940995,142.738319
2225,52.976878,158.692021
4607,54.269918,48.284644
1163,55.674976,37.613018
2673,48.482744,135.073534
6119,54.629242,39.708994
477,54.973889,73.456292
3155,54.002691,86.641737
600,57.739815,41.016779
6127,54.770863,32.059139
3943,45.071466,39.0044
3627,55.814836,37.39046
204,55.815413,37.738045
860,52.291593,104.329996
1353,42.077207,48.288552
3387,56.871148,60.53815
2115,56.264602,34.328193
5931,51.166324,82.179086
5711,54.028715,38.314342
5056,53.056988,158.63505
1921,53.369743,83.675212
1937,51.655601,103.717533
2012,52.331273,35.356549
2840,48.777269,44.555234
201,52.978797,49.707926
1690,51.862304,107.714506
1997,56.983014,40.98214
442,55.740563,37.408382
2007,55.431662,65.343382
5765,62.045158,129.739832
3897,55.623427,51.791128
5610,52.328296,35.376905
2662,58.009473,56.233791
2740,60.037104,30.414297
4728,51.717608,39.268595
5244,55.81871,37.573501
3358,57.630631,39.858025
3503,54.737855,20.474204
5741,55.182937,61.399706
1683,56.169814,92.683212
3764,51.725748,36.187077
1512,56.850634,53.292114
5702,56.830527,60.594079
3589,53.716825,91.445316
2471,43.115516,131.877831
3320,56.122756,47.253118
1099,55.075881,82.96115
2355,55.919932,37.996823
2102,53.45276,34.41409
5293,54.313635,48.396386
5166,56.829103,60.598939
3103,52.280018,104.34021
4894,56.808915,60.619726
5420,54.953406,73.452905
5872,53.241697,34.361763
4090,55.82666,37.44479
1428,55.195472,61.331802
989,55.037252,82.976251
225,55.78278,37.650253
88,51.092978,128.362247
4036,48.77151,44.80184
90,45.215441,39.690147
5404,56.235105,43.951477
4121,54.988856,82.885395
1438,54.990184,82.739985
2062,54.771689,56.077044
3024,53.520413,49.303046
1869,53.371091,83.663435
4762,53.222821,50.191651
5446,62.044272,129.718308
1837,53.148994,48.460597
462,58.32495,82.891701
276,56.236986,43.46282
5666,57.640122,39.966065
4187,51.196569,58.308477
5704,56.106007,88.512559
3285,51.734545,36.189323
5479,55.729341,37.568515
2697,55.744992,37.510152
2692,55.764283,37.560278
3044,55.681163,37.148328
2078,54.518774,36.266955
4478,55.407913,86.126211
3312,43.130479,131.901439
3348,56.443404,52.212007
3567,43.116654,132.350794
1588,55.691958,37.527956
5310,57.108922,65.582136
2373,55.772168,37.648456
341,53.514016,49.298222
5558,56.827532,60.601715
2190,53.74674,87.117592
4357,68.945483,33.091375
4069,52.279572,104.275836
3373,53.357266,83.66701
2745,43.117517,131.883778
5512,56.066429,94.613261
3132,54.935829,73.337292
943,52.273009,104.355723
4997,55.167858,61.412714
5282,54.74141,56.026918
5853,56.796974,60.578924
5527,53.731987,49.408194
1477,47.54,42.207164
2832,55.355787,86.064497
2346,55.739052,37.586679
310,55.861757,49.085591
4453,54.991589,73.368859
1508,59.946175,30.473981
2358,56.012164,92.851754
2244,53.974056,38.527665
2144,57.566607,39.929809
265,55.029719,73.278946
3330,43.354902,132.180878
1112,53.325718,50.305359
95,48.801131,132.906429
545,56.251352,37.979001
4778,43.430395,39.924958
200,46.966405,142.731815
5790,55.809231,37.636392
2361,43.093373,131.917725
6051,55.803555,37.93404
1656,59.828844,30.316111
4108,55.886175,37.420778
4476,53.256702,34.44033
1040,53.736515,91.447876
2784,52.509628,85.147874
1682,54.976979,73.340463
1431,57.965159,56.243798
4592,64.57758,40.506177
4636,51.844302,107.581861
2306,55.760231,37.658976
5728,55.88876,37.433526
4214,53.72422,91.446484
3499,55.674575,37.760225
688,57.814317,28.335927
5632,53.833969,87.186053
1503,55.751254,37.816271
4309,51.707027,39.147017
3245,56.290649,43.99818
3533,64.59163,40.57868
1705,43.094045,131.902813
4666,56.255593,90.484711
3840,51.687645,35.27394
1979,55.832035,49.079698
2587,61.797137,34.333646
29,53.1871,158.383863
5012,55.751396,37.613341
4808,57.000319,86.134727
5864,43.590605,39.724427
4685,48.385329,135.110724
3222,56.873544,53.277579
317,57.640036,39.975848
4524,48.521666,44.562439
4136,55.665061,37.481487
3866,51.536487,92.918104
4590,57.806017,28.266829
2445,51.394371,128.133321
1636,52.254407,104.33658
1468,54.995101,73.227446
3920,55.861186,49.086759
4724,55.350146,78.346828
415,53.235532,50.29882
1925,56.791423,60.519734
5943,56.794943,44.479686
4849,56.292053,43.979082
19,54.151887,74.79789
4891,60.053229,30.389692
3188,58.380722,45.500909
108,45.011446,39.122529
2013,52.331273,35.356549
2074,55.151528,61.390786
1849,57.972167,49.200782
467,45.016027,41.912472
3061,52.024958,113.510302
6134,43.119412,133.123947
3789,52.964958,43.419943
5933,52.59222,39.498204
749,55.750854,37.815974
991,52.47595,44.218007
3974,55.787442,37.635781
3400,43.789477,131.977571
194,56.006618,92.857081
2545,52.824899,34.498029
5870,54.1982,37.581622
5970,52.022254,113.545031
4124,57.591497,39.867187
2910,52.26272,104.207537
2448,53.346962,83.675185
836,55.383142,36.728088
3595,61.794752,34.3549
448,55.776502,37.53711
3462,58.14168,52.653241
2227,53.390176,83.935113
728,64.549409,40.569904
797,55.5721,37.691504
1525,59.876549,30.43785
2175,56.424327,43.953516
3919,56.849236,53.198321
3618,43.114693,131.876025
2649,56.64108,47.84341
3403,55.138207,61.414151
3691,55.06305,55.94227
4180,55.709809,37.670447
3510,53.307719,34.307586
3526,54.32167,48.401048
2890,54.980394,82.897882
4452,54.991589,73.368859
811,59.211395,39.848538
4209,56.006593,90.408319
6194,53.834713,91.390204
382,51.793345,55.070042
3889,53.73774,41.006188
1443,59.917222,30.521996
5406,55.146805,37.489077
1234,55.858726,49.102749
3761,55.818321,37.339023
5993,55.184546,61.301817
1404,55.762135,52.447033
1903,52.988258,36.040939
2527,54.643723,83.30384
2197,52.601197,39.575154
5088,54.259553,48.335668
4468,57.132166,65.582819
1041,59.89899,30.471977
5167,56.832925,60.582302
5473,55.850292,37.68509
1972,56.110114,40.346843
2482,44.901094,37.33366
608,56.037413,92.917646
2684,55.640889,37.530732
2720,55.75825,37.406792
2479,51.704063,94.542608
4326,59.701582,56.707922
5155,54.906606,52.257012
658,55.754638,37.621633
647,56.225938,43.396848
1316,45.03254,38.973418
965,58.608897,125.388087
1509,59.90515,30.483009
777,58.637181,49.620178
1882,55.912627,36.825402
4358,53.256702,34.44033
4621,53.205167,50.133539
2486,52.202665,107.637871
5139,55.72814,49.175854
2908,51.819969,107.668288
5270,56.316614,44.018769
4630,54.98757,73.275182
3066,59.918886,30.339072
4372,53.181288,50.076388
3230,55.853213,38.441938
543,44.989687,41.935208
5693,50.178381,38.122524
2405,55.778137,37.6024
4027,48.482744,135.073534
1715,46.9395,142.752737
5489,54.228875,37.628307
516,53.361205,83.771278
1073,49.444028,136.546852
626,56.828704,35.894667
883,53.215116,34.423181
2127,53.70493,84.92758
120,56.022348,39.979908
5825,43.969652,39.445922
2259,55.171766,61.456965
348,57.697731,39.757925
4853,43.356278,132.184022
2288,52.022076,47.783276
4594,59.832683,30.350561
1436,56.100128,63.682756
2344,56.11719,92.932648
1507,59.945414,30.360631
6092,44.901094,37.33366
3279,67.156521,32.41232
3421,54.441204,86.283462
4555,58.598578,49.605311
3463,50.594825,36.588399
5194,50.552504,36.569005
1550,53.716857,91.435794
4779,45.060153,38.942462
2040,55.065999,38.845291
713,54.923605,73.408744
6154,53.21152,50.179703
1707,43.793486,131.954242
1212,43.119392,131.887479
4674,48.792888,132.934501
2586,53.691757,91.666203
3571,43.13748,131.896184
2304,53.418166,58.9811
4175,55.806676,37.482744
3578,45.013084,38.929328
5082,53.200291,45.012091
512,53.488189,49.476538
670,52.329683,104.23614
517,53.360625,83.733989
4829,56.356622,44.071824
813,56.317587,44.020045
6241,56.864443,60.610491
358,48.713833,44.498569
3457,69.491912,88.409073
1291,56.717322,36.783846
4802,69.34518,88.209162
4656,53.16786,48.430045
6116,55.912804,37.57157
5773,56.153864,44.209581
4819,56.503573,84.947155
1915,45.045145,41.971069
2420,51.719622,94.445464
872,45.09913,38.976193
1500,55.744059,37.628056
3135,55.04319,82.933877
4262,51.159252,37.886214
3197,44.035914,43.058452
5565,54.717324,55.984599
753,53.200291,45.012091
3992,55.901299,37.403189
4846,62.043155,129.724956
4767,55.735008,37.520833
5513,56.001831,93.029207
1150,45.073554,39.002074
5130,52.752844,32.247372
239,55.679138,37.565317
3768,54.731207,39.505723
1190,56.462456,84.940157
3032,54.17466,37.574408
1368,45.82691,44.647851
1901,56.050913,92.904369
1337,57.043331,34.958038
3254,51.518158,81.211511
2354,43.370285,131.99251
4417,58.056041,38.797941
4460,48.776112,44.797366
6125,59.832575,30.178947
4010,56.320338,43.947623
5594,43.676183,40.200355
6052,55.803555,37.93404
2081,54.769097,32.08174
1724,55.728956,37.618686
1827,54.318467,48.357731
6102,62.032115,129.721991
2207,55.709449,37.661033
6135,52.802094,89.894752
2750,43.117517,131.883778
1071,47.230419,39.760881
5694,50.593579,137.067183
6072,51.772351,55.096452
2082,55.949919,37.300216
4314,43.795614,131.95293
372,56.151612,44.208718
5162,55.638318,51.796635
5292,54.313635,48.396386
515,57.922688,59.940447
3940,58.103746,56.298739
732,55.547845,37.543246
3708,59.936048,30.41639
5327,56.012798,92.815184
5749,55.025049,73.297218
131,51.716229,94.440685
6105,43.094045,131.902813
951,50.915733,128.498899
1023,64.532695,40.592595
397,54.940644,73.39526
5226,55.764673,37.60629
2790,60.940634,76.577066
2902,52.339159,35.351581
5215,55.652314,37.742223
4616,54.711707,20.579128
1058,50.612622,36.584474
5344,56.15073,47.198078
2422,53.148233,48.460723
6019,55.355495,86.088204
1176,56.250627,43.976387
6183,46.353561,48.053912
193,53.523593,49.256711
5320,55.806894,37.635593
6055,44.637113,41.943652
1096,54.412689,86.303719
3250,51.493587,46.121878
835,56.367123,36.689711
1472,55.762054,37.620842
3095,52.036428,113.492398
1681,54.981955,73.467772
5233,55.901526,37.40893
5148,55.790251,49.108606
2717,55.833602,37.297718
1692,51.810649,107.661623
2209,53.23786,50.192091
68,51.715113,94.428118
1111,56.012637,92.885558
1223,56.658103,124.72178
884,55.722512,52.394158
5161,56.633199,47.884768
1335,62.032474,129.727121
3611,56.050913,92.904369
546,55.038129,61.11582
139,57.587228,37.296586
861,52.360091,104.141924
5709,49.097434,140.232523
3439,51.804151,107.653933
36,56.114525,47.247854
1248,55.343609,86.095408
2575,52.347637,35.349093
5611,57.681841,39.794478
6140,55.607799,38.860167
3700,55.356672,86.074864
1385,51.718071,94.444395
4678,56.038574,92.768804
827,56.737915,37.16413
2957,56.755526,60.709701
5994,55.184546,61.301817
1905,56.660196,124.71038
4556,58.578363,49.637435
554,54.294218,48.373416
1121,58.011623,56.229713
4031,56.314397,43.994757
4267,54.849385,83.04163
2143,56.30457,43.845682
1050,55.744161,38.01487
4129,56.830566,53.14311
4890,53.715141,91.433719
3466,62.025069,129.724327
698,47.642481,40.868153
4550,56.323098,36.72983
1948,56.110751,47.471229
82,45.01906,38.998633
4514,55.026979,82.92308
4320,47.422205,40.07989
2822,53.198176,45.021379
5115,62.028887,129.716089
5794,56.803564,53.186957
2219,59.223052,39.877689
5452,55.294089,41.745906
4430,55.462676,65.266836
1912,52.27923,104.288152
1432,55.16704,61.459129
1857,55.178285,36.661136
5414,51.793925,55.140308
1601,51.656495,39.190648
1134,55.668371,37.865804
1771,59.90741,30.483395
2674,56.509136,84.946571
2847,45.018952,39.02896
2904,56.036548,92.772325
3705,55.084126,38.766518
4384,53.217721,44.945957
1091,53.23917,50.238462
460,59.541767,30.880684
1276,54.208559,73.559625
2776,55.317445,86.095525
5836,56.071137,47.285682
4589,59.945788,30.270863
3496,55.674575,37.760225
3257,58.610796,49.657557
129,50.351708,127.460204
3862,51.975677,116.588155
2710,55.589458,38.121878
5197,51.537977,45.983484
1037,52.280007,104.356586
990,52.034694,113.496818
3162,45.036763,41.96682
4639,43.16632,131.912138
1200,54.984114,82.891603
3932,58.014622,56.238489
1783,58.079971,55.758834
2691,55.881616,37.48914
4074,55.923549,37.757081
1654,59.738956,30.622948
4509,54.218437,37.623555
808,55.949345,38.060136
4400,48.536088,135.036793
2623,48.792888,132.934501
2484,58.09501,56.373946
4788,45.087148,39.012404
4982,54.727656,20.508682
174,55.170784,61.374562
427,51.38363,128.13209
1589,45.073554,39.002074
5692,56.109978,94.582493
1954,50.986306,39.482187
3924,57.99341,56.24705
3508,55.325032,38.682983
4025,53.757862,87.131408
6219,58.014846,56.261864
957,54.69583,20.525669
4502,53.05485,158.638985
2407,56.017613,92.998916
360,51.488557,46.113452
4284,54.984615,82.89463
2417,57.98717,56.213453
3480,57.771859,40.940566
3815,51.831804,107.580011
5331,55.755059,52.015249
6045,51.644056,39.142966
4248,55.195056,61.346589
905,43.111311,131.928918
881,56.819124,35.899787
1481,55.682767,37.294924
1086,55.803914,48.997314
1218,48.798906,132.911522
5492,56.482662,85.006372
4704,52.453032,130.846556
1430,58.001485,56.304569
1366,46.083323,41.93846
5373,43.39496,132.283645
947,56.750211,60.801671
4059,53.348155,83.777539
1968,56.877223,53.266773
4638,55.419968,86.237351
2440,55.653314,37.64613
1742,56.484839,84.979611
4619,51.346921,128.146292
1410,55.7993,49.191799
1892,45.037394,41.942996
4985,55.008573,82.937821
1133,59.930489,30.355349
6136,56.015631,92.953668
3305,59.376403,28.607749
4360,55.682666,37.899059
692,43.120366,133.122213
3002,48.468892,135.063239
2192,53.352138,83.766876
4109,53.346333,83.665726
5926,55.061529,82.903865
4272,53.387856,83.7096
1745,54.133854,37.582385
4210,55.987916,93.015553
2459,50.229718,136.885687
5889,54.743261,20.505259
2439,43.368292,132.31593
2995,55.037969,82.976215
2342,51.50258,46.118384
322,56.061278,92.936627
3609,55.792022,37.775137
5325,53.998383,86.547638
3030,52.510811,85.15736
4416,61.077044,28.937304
4756,52.941027,36.05038
4719,54.96668,83.11098
3529,56.008701,37.851907
202,53.217014,50.167594
2204,43.093913,131.904466
4552,51.674114,36.145359
3028,58.050636,38.766383
4871,59.987181,30.211987
5137,55.792696,37.612551
4710,51.496486,46.112913
2653,55.763478,49.233274
4128,54.935374,73.339708
3998,55.709028,37.620761
1655,60.049918,30.352358
2767,54.982544,73.316999
2838,54.010459,38.286952
1962,47.228387,38.908442
3418,48.496609,135.07277
3674,51.684809,39.183507
2546,54.190004,45.167679
4427,53.153558,48.470443
3364,47.229403,38.876705
3055,52.539905,85.202555
6150,55.914776,37.760369
5884,58.61111,49.680716
5604,51.815722,55.173069
318,56.150499,44.211296
3307,46.641588,142.785544
901,46.406201,48.08918
2825,56.475519,53.815221
3702,46.960926,142.744455
1456,55.806095,37.590785
5154,55.729757,49.189715
3088,51.815254,107.676876
1108,54.510129,36.26064
2581,52.982192,84.67925
2359,55.803914,48.997314
4224,55.926625,37.907513
5718,54.165009,37.584622
4446,56.964843,60.480271
3224,55.010535,82.958069
2368,51.720325,94.43322
4912,59.851214,30.350139
4311,56.149968,40.374843
2016,54.154876,37.585646
4088,53.340866,33.171846
130,51.693519,94.559263
1159,55.673296,37.480067
1777,53.51454,49.259433
2561,54.221969,83.372516
5119,43.352221,132.175542
6209,51.995778,113.547699
3740,53.517924,49.271929
1435,53.430384,58.973222
4568,54.482662,53.470394
1347,50.718416,39.41653
5060,55.316703,89.832229
1798,58.953913,126.251808
3319,56.122756,47.253118
759,56.347858,43.870997
3225,55.010535,82.958069
856,53.340678,83.705521
684,56.047414,92.913181
5875,55.622446,38.098629
1411,54.905338,52.272868
583,56.847493,53.201124
5313,43.167642,131.911338
3820,55.866586,41.762785
4113,68.914481,33.095247
1547,54.513145,36.269731
607,53.108233,46.567479
1202,43.348392,132.156551
825,55.987916,92.888199
3069,55.407668,86.123382
491,56.039293,92.9025
2644,55.694114,52.308082
2547,61.484154,129.153771
5206,55.566603,38.224537
1935,53.196898,45.005587
5118,46.339545,48.211692
4822,46.318213,44.260407
865,57.774743,40.944151
4780,44.669469,37.780149
2034,55.356672,86.074864
2719,55.794806,37.592455
1268,51.660512,36.137041
3570,69.483491,88.388241
5378,51.51836,45.989916
4352,56.8313,53.135556
2020,51.738309,36.136996
4319,62.00176,129.616412
2385,55.765412,37.590901
41,45.462274,133.403108
4285,43.352752,132.175128
3344,51.528441,45.982945
2638,56.116543,47.448115
1143,56.238962,43.867116
1005,55.764663,37.657485
4859,58.041729,38.860993
802,55.211178,34.28423
2110,48.524286,135.169088
3722,54.982084,73.319047
4057,54.971827,73.411646
221,55.806115,37.635431
2787,51.528088,46.045171
3576,43.114693,131.876025
4629,53.342538,83.76684
5439,53.521382,49.273456
4028,68.914481,33.095247
4967,43.355184,132.195377
1403,55.773327,52.425518
4038,57.648374,39.950371
4018,56.349968,43.867017
3393,54.72138,20.500031
2287,42.864763,131.382581
5985,51.686115,39.126706
2495,51.694016,36.155483
725,54.263818,48.333054
1568,55.750282,38.006821
3416,53.209125,50.136979
176,58.007599,56.261908
867,51.510507,45.978013
2562,55.670955,84.387594
6230,55.605902,37.71813
5176,55.145915,61.382458
224,55.806115,37.635431
5065,51.686506,41.589869
2660,55.16359,61.414896
4301,54.99507,82.690326
5653,55.872642,38.431913
3652,52.751748,32.224483
4927,53.722819,91.445496
3987,55.679727,37.894972
925,48.471485,135.076157
6167,54.976917,73.386717
2318,55.730421,37.634793
3006,55.927498,37.986124
4861,51.985019,113.26358
616,57.148849,65.559867
4245,55.612182,37.607026
407,55.956708,92.367993
3888,51.401148,91.279199
848,50.594671,137.03461
1179,53.70792,91.694032
2682,55.691958,37.527956
3774,56.39452,38.709798
2415,58.591661,49.644487
2249,51.710588,39.164768
3557,67.9425,32.904597
4067,48.716888,44.508935
3326,55.772335,37.631505
6030,56.484004,84.948457
1766,49.088963,140.258017
1082,43.111311,131.928918
5939,43.101563,131.89056
3863,46.407823,48.091722
623,54.19328,45.17694
5892,53.982242,38.157172
4620,53.225684,50.27735
3263,56.28261,43.926656
5919,56.907151,60.810788
4951,47.254381,39.76575
4946,56.516258,85.03368
365,59.92741,30.348109
23,51.784175,55.153504
400,55.017865,73.581427
3960,51.221685,58.486101
740,53.018647,158.646989
1743,56.169268,40.446035
3711,56.239503,43.863936
370,57.817606,28.315545
4507,47.696242,40.10463
2290,43.065545,133.119195
494,60.7059,28.767801
4544,61.776381,34.390078
3991,55.901299,37.403189
3473,48.482654,135.068198
2556,53.069337,158.617632
264,55.3581,86.075412
5186,44.567871,38.090571
1847,43.37881,132.140247
4842,55.739696,37.615407
4655,43.452081,39.902653
3523,56.845101,53.209505
1904,56.660196,124.71038
5133,50.919277,128.480043
4966,53.118357,46.586541
3909,55.748822,52.400392
1699,62.048692,129.75363
1044,53.519311,49.416485
2960,56.511873,84.976853
5252,67.5023,80.840713
3831,49.852312,44.56093
1933,53.196898,45.005587
1829,55.398768,86.019204
935,55.149568,124.743294
1301,57.154996,33.088985
3130,53.078637,158.64821
3929,55.156194,61.412938
1561,55.777272,37.520806
5591,56.128927,47.267868
3930,55.156194,61.412938
3029,55.598238,38.127411
1866,50.275289,127.530273
3219,51.985329,84.963764
6170,55.870733,37.660036
634,48.478593,135.084646
1803,53.045074,158.660868
4941,54.997419,83.055222
2357,50.606471,36.579291
535,51.82032,107.658478
754,60.036097,30.414521
483,55.033754,83.009318
422,62.049759,129.7463
1723,55.902035,37.448725
3228,55.853213,38.441938
4173,59.988887,30.253148
3512,55.030612,82.917546
5142,55.757744,52.000588
1187,45.070906,39.000367
2237,54.511891,36.251747
3743,56.459527,84.965525
27,55.442245,65.35418
1595,51.710588,39.164768
